truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,parts_changed_last_service,days_until_next_service
MH67AB8731,Ashok Leyland 3718,2013,2024-11-13,2021-04-02,448102,27594,170,106,3.71,65,93,Highway,Medium,36,3,41,2.73,6,Oil Filter,46
MH82AB7349,BharatBenz 2823R,2019,2024-02-08,2021-07-18,423393,1730,420,116,3.71,85,85,City,Medium,-3,17,89,3.06,4,Coolant,17
MH52AB7383,Tata Prima,2018,2024-04-03,2021-05-08,57485,18017,468,96,3.71,44,43,City,Heavy,-1,9,89,4.31,4,Fuel Pump,33
MH20AB4764,Tata Prima,2015,2024-11-14,2021-10-21,474671,24491,150,119,3.71,97,57,Mixed,Medium,13,7,36,4.04,11,Brake Pads,69
MH22AB8523,Mahindra Blazo X,2014,2023-02-23,2021-11-06,817344,1801,198,121,3.71,31,47,Highway,Light,36,14,12,5.63,9,Air Filter,50
MH62AB4961,Tata Prima,2012,2022-10-13,2021-05-01,162701,29110,491,83,3.71,5,47,City,Heavy,42,2,58,3.14,14,Brake Pads,38
MH83AB9837,Tata Prima,2018,2024-07-18,2021-03-16,257352,16427,195,116,3.71,38,85,City,Heavy,-5,16,94,6.4,4,Brake Pads,67
MH11AB2712,Mahindra Blazo X,2014,2023-03-07,2021-09-18,676926,35178,402,127,3.71,72,80,Highway,Light,32,2,39,3.76,13,Coolant,8
MH49AB8096,Mahindra Blazo X,2014,2024-04-06,2021-07-16,234514,24966,292,74,3.71,92,65,Mixed,Heavy,3,11,31,4.22,6,Oil Filter,32
MH44AB6225,BharatBenz 2823R,2023,2023-11-05,2021-11-15,495093,15404,290,127,3.71,25,88,Highway,Light,-1,2,28,3.6,13,Oil Filter,87
MH78AB9323,Tata Prima,2013,2023-07-09,2021-07-12,848658,26581,386,105,3.71,37,94,Mixed,Heavy,40,13,40,4.82,3,Air Filter,5
MH83AB5503,Tata Prima,2023,2022-01-26,2021-12-27,667693,24854,92,101,3.71,11,93,City,Heavy,36,12,29,2.73,7,Coolant,40
MH45AB2287,BharatBenz 2823R,2013,2022-11-18,2021-12-08,859020,28261,144,103,3.71,69,62,Mixed,Light,28,18,28,3.1,1,Brake Pads,111
MH79AB1026,Eicher Pro 6035,2021,2024-08-25,2021-05-22,260048,18800,275,76,3.71,7,78,Mixed,Light,31,5,11,5.48,11,None,17
MH69AB8687,Eicher Pro 6035,2010,2022-02-14,2021-05-25,737069,29991,55,111,3.71,55,21,Highway,Light,27,8,49,3.25,2,Oil Filter,118
MH56AB2478,Eicher Pro 6035,2016,2024-02-14,2021-05-09,87019,36025,263,117,3.71,83,34,City,Light,19,13,48,3.44,5,Oil Filter,110
MH19AB9978,BharatBenz 2823R,2018,2022-08-27,2021-10-17,311497,27032,255,79,3.71,99,56,Highway,Medium,36,14,81,5.67,14,Fuel Pump,9
MH28AB1387,Tata Prima,2012,2022-08-14,2021-06-18,639421,6964,116,119,3.71,58,90,Highway,Medium,23,6,63,2.87,13,Brake Pads,101
MH92AB3192,BharatBenz 2823R,2021,2024-05-15,2021-08-05,771818,17062,445,86,3.71,84,39,City,Light,19,7,36,4.25,16,Coolant,18
MH92AB5964,BharatBenz 2823R,2022,2022-11-22,2021-05-24,429747,9183,149,99,3.71,78,54,Highway,Medium,3,3,88,2.59,15,Oil Filter,84
MH37AB1785,Eicher Pro 6035,2011,2024-07-30,2021-09-03,208598,33134,61,90,3.71,97,53,Highway,Light,-3,8,21,3.89,3,Coolant,36
MH33AB2964,Ashok Leyland 3718,2012,2024-12-13,2021-07-22,702873,560,286,129,3.71,63,50,Mixed,Light,9,15,87,5.3,6,Brake Pads,54
MH75AB9802,Tata Prima,2010,2023-09-08,2021-12-25,495414,9769,371,82,3.71,10,38,Highway,Heavy,-2,15,80,2.86,9,Brake Pads,31
MH90AB3191,Eicher Pro 6035,2015,2024-03-22,2021-08-12,819460,23565,307,70,3.71,33,87,City,Light,39,11,26,6.05,3,Oil Filter,39
MH14AB8665,Ashok Leyland 3718,2020,2023-09-23,2021-07-02,542750,3395,448,70,3.71,21,43,Highway,Light,32,5,99,6.14,13,Air Filter,7
MH29AB4251,Ashok Leyland 3718,2020,2024-01-02,2021-12-02,879827,15823,456,116,3.71,64,58,Mixed,Light,14,4,93,2.92,13,Coolant,8
MH85AB9759,Mahindra Blazo X,2016,2022-12-16,2021-06-18,467247,12852,462,102,3.71,26,73,Highway,Light,43,15,19,6.46,7,Coolant,11
MH89AB4590,Tata Prima,2020,2024-12-17,2021-09-17,518758,39091,386,107,3.71,28,58,Highway,Heavy,17,7,28,3.69,5,Fuel Pump,81
MH92AB1111,Ashok Leyland 3718,2020,2022-11-10,2021-07-14,700102,31390,184,94,3.71,85,36,Highway,Light,31,16,91,2.84,8,Brake Pads,109
MH11AB3897,Eicher Pro 6035,2011,2024-02-24,2021-05-01,424743,32516,271,95,3.71,89,38,Mixed,Heavy,41,9,39,2.52,8,Brake Pads,7
MH16AB8283,Mahindra Blazo X,2017,2024-11-13,2021-10-19,75939,12462,205,82,3.71,55,67,City,Light,2,6,39,4.13,7,Oil Filter,85
MH41AB5842,Tata Prima,2023,2022-09-10,2021-07-13,203939,33802,191,128,3.71,54,54,City,Heavy,31,4,34,5.02,19,Oil Filter,115
MH36AB1338,BharatBenz 2823R,2015,2022-02-08,2021-08-21,836635,20346,477,97,3.71,15,51,Mixed,Medium,39,4,97,3.83,7,Oil Filter,63
MH29AB4910,Eicher Pro 6035,2023,2023-05-07,2021-11-29,865495,4511,207,102,3.71,60,66,Mixed,Heavy,27,14,83,5.85,4,Fuel Pump,78
MH46AB1904,Ashok Leyland 3718,2013,2023-04-13,2021-09-21,665168,20282,465,106,3.71,75,66,Highway,Heavy,27,3,75,5.37,10,Air Filter,115
MH82AB1877,Ashok Leyland 3718,2014,2022-06-26,2021-08-16,578036,2655,375,110,3.71,46,83,City,Light,1,2,44,3.9,13,Oil Filter,5
MH61AB5872,Eicher Pro 6035,2017,2024-03-24,2021-06-30,286094,9696,420,99,3.71,43,65,Mixed,Heavy,16,13,60,5.44,4,Oil Filter,32
MH10AB4975,Ashok Leyland 3718,2023,2023-01-20,2021-04-08,429413,22209,393,126,3.71,73,54,City,Heavy,-1,9,80,6.26,19,None,63
MH70AB1759,Mahindra Blazo X,2012,2022-12-05,2022-01-01,201956,13827,311,118,3.71,52,36,Highway,Light,40,10,80,2.87,10,Oil Filter,57
MH16AB2406,Tata Prima,2012,2022-08-30,2021-12-05,206255,35974,332,117,3.71,61,61,Mixed,Medium,9,15,36,3.72,7,Fuel Pump,14
MH69AB4988,Mahindra Blazo X,2023,2023-06-27,2021-12-08,514462,33269,387,77,3.71,25,48,City,Medium,15,19,19,4.35,5,Coolant,75
MH13AB2244,Ashok Leyland 3718,2023,2022-03-30,2021-06-10,724619,25200,393,118,3.71,86,89,City,Medium,19,11,52,4.49,3,Air Filter,107
MH95AB5765,BharatBenz 2823R,2020,2023-07-14,2021-10-18,741319,15320,278,116,3.71,24,36,Highway,Heavy,11,10,64,4.67,2,Coolant,7
MH19AB1375,Tata Prima,2013,2023-01-06,2021-06-23,476673,11391,425,125,3.71,19,33,Mixed,Light,44,7,80,3.7,11,None,11
MH13AB6818,Tata Prima,2010,2022-06-05,2021-08-26,397823,35129,329,70,3.71,73,43,City,Medium,1,2,15,5.17,10,Brake Pads,13
MH21AB6870,Eicher Pro 6035,2018,2022-04-02,2021-12-05,175829,5769,407,81,3.71,81,76,Highway,Medium,44,6,15,5.08,13,Brake Pads,108
MH91AB8652,Eicher Pro 6035,2017,2023-08-15,2021-06-10,178216,8820,339,74,3.71,55,69,City,Medium,13,11,86,4.81,7,Oil Filter,103
MH70AB9152,BharatBenz 2823R,2017,2022-02-08,2021-04-24,640189,11240,217,93,3.71,80,76,Highway,Medium,1,14,57,2.96,10,None,94
MH47AB5587,Tata Prima,2023,2024-07-16,2021-07-27,817674,36397,96,75,3.71,66,80,City,Light,34,5,86,4.41,4,Coolant,73
MH34AB4563,BharatBenz 2823R,2019,2024-05-18,2021-12-27,225607,31430,252,94,3.71,89,58,City,Medium,39,2,11,3.92,16,Fuel Pump,17
MH53AB1644,Eicher Pro 6035,2015,2023-12-08,2021-08-15,459319,17785,263,70,3.71,41,74,Highway,Heavy,44,3,92,4.46,6,Air Filter,113
MH74AB8377,Eicher Pro 6035,2016,2024-09-28,2021-12-20,672334,14880,295,94,3.71,10,55,Mixed,Heavy,18,5,60,6.19,9,Coolant,98
MH95AB3434,Tata Prima,2015,2022-06-11,2021-09-06,402156,11860,73,70,3.71,75,56,Highway,Light,5,18,70,4.42,13,None,44
MH64AB9738,Mahindra Blazo X,2018,2024-08-11,2021-08-22,652566,5898,370,101,3.71,30,33,Mixed,Medium,35,11,28,2.56,7,None,118
MH13AB9091,Ashok Leyland 3718,2012,2024-07-27,2021-12-12,324535,6029,323,111,3.71,12,46,City,Medium,-5,13,11,4.26,18,Coolant,66
MH50AB9845,Eicher Pro 6035,2023,2024-09-15,2021-08-10,152476,29562,93,111,3.71,77,50,City,Heavy,26,3,60,5.78,14,Air Filter,66
MH21AB5056,Eicher Pro 6035,2012,2023-07-25,2021-06-07,432865,37186,381,72,3.71,95,92,Highway,Light,34,4,35,5.62,5,Coolant,107
MH43AB5740,Mahindra Blazo X,2012,2022-05-02,2021-03-25,671825,17951,362,118,3.71,8,63,Highway,Heavy,38,15,79,4.55,13,Coolant,14
MH34AB5395,Mahindra Blazo X,2019,2024-04-24,2021-06-26,231429,7437,412,88,3.71,25,87,Mixed,Light,-4,16,29,3.5,8,Air Filter,110
MH50AB5151,BharatBenz 2823R,2012,2024-04-12,2021-06-21,267980,11360,205,129,3.71,35,67,Mixed,Light,9,14,32,4.36,15,Fuel Pump,91
MH16AB4388,BharatBenz 2823R,2018,2022-03-05,2021-08-01,553551,25642,429,112,3.71,25,76,Mixed,Light,15,10,63,4.75,19,None,15
MH34AB6060,Ashok Leyland 3718,2021,2023-10-17,2021-08-12,871935,25779,248,98,3.71,29,94,Highway,Heavy,18,3,24,6.5,9,Air Filter,80
MH35AB8192,Ashok Leyland 3718,2013,2022-09-03,2021-11-12,536675,38606,456,119,3.71,19,41,City,Light,44,17,15,5.08,6,Oil Filter,66
MH64AB2175,Tata Prima,2022,2023-11-23,2021-04-18,125403,36408,211,71,3.71,39,23,Highway,Heavy,11,12,44,5.28,14,Oil Filter,81
MH64AB5708,BharatBenz 2823R,2016,2022-01-26,2021-06-12,638574,14701,444,78,3.71,53,91,City,Heavy,41,13,84,4.47,10,Oil Filter,108
MH97AB3890,Eicher Pro 6035,2023,2022-01-27,2021-07-11,386986,38211,283,125,3.71,47,65,Highway,Medium,3,2,17,3.92,9,Oil Filter,117
MH97AB9646,BharatBenz 2823R,2018,2023-07-04,2021-07-27,154927,9497,212,86,3.71,45,78,Highway,Heavy,29,3,66,5.75,17,Brake Pads,60
MH81AB5153,Eicher Pro 6035,2020,2023-08-02,2021-08-13,851340,20675,165,129,3.71,41,53,Mixed,Heavy,14,17,59,4.48,13,Fuel Pump,114
MH98AB6149,Mahindra Blazo X,2021,2023-01-07,2021-05-15,535833,3725,142,115,3.71,61,30,City,Medium,13,3,58,6.48,17,Brake Pads,53
MH18AB2099,BharatBenz 2823R,2016,2023-10-23,2021-12-25,493842,35728,91,105,3.71,46,50,Highway,Medium,12,11,97,4.33,19,Coolant,119
MH22AB6749,Mahindra Blazo X,2018,2022-02-06,2021-12-22,349372,23610,333,86,3.71,51,30,Highway,Medium,14,11,30,2.77,13,Coolant,20
MH86AB5825,Ashok Leyland 3718,2021,2023-04-29,2021-06-06,73386,11254,428,118,3.71,96,75,City,Light,24,17,45,5.23,9,Air Filter,77
MH40AB6906,Ashok Leyland 3718,2012,2024-11-03,2021-10-09,227826,27155,259,81,3.71,65,57,Highway,Light,34,14,80,2.69,1,Oil Filter,78
MH41AB3695,Tata Prima,2013,2023-04-10,2021-12-28,554158,3614,255,129,3.71,18,40,City,Medium,-5,17,78,3.5,1,Air Filter,97
MH65AB1515,BharatBenz 2823R,2023,2023-10-30,2021-06-19,340446,27002,269,89,3.71,72,29,Mixed,Light,18,19,67,3.91,5,Coolant,13
MH38AB9546,Mahindra Blazo X,2017,2022-11-12,2021-12-16,372959,20528,329,119,3.71,57,45,Mixed,Medium,18,9,72,5.46,8,Oil Filter,37
MH82AB2476,Eicher Pro 6035,2015,2024-09-26,2021-06-29,302156,18087,185,72,3.71,88,27,City,Light,41,19,25,4.48,18,None,92
MH18AB2587,Ashok Leyland 3718,2014,2023-03-06,2021-10-26,899776,35833,155,112,3.71,38,27,Mixed,Heavy,13,14,15,2.61,4,Fuel Pump,39
MH37AB3190,Ashok Leyland 3718,2022,2024-03-25,2021-08-04,519450,3674,167,126,3.71,80,79,City,Light,24,8,87,4.97,1,Coolant,79
MH91AB3290,Eicher Pro 6035,2013,2023-09-27,2021-07-28,373258,35898,286,119,3.71,28,91,Highway,Light,20,19,61,4.15,15,None,43
MH98AB7091,Mahindra Blazo X,2017,2024-10-29,2021-10-07,298724,36429,358,73,3.71,24,53,Highway,Heavy,36,7,11,6.19,4,Air Filter,118
MH12AB9828,Mahindra Blazo X,2010,2022-12-18,2021-05-23,251202,4821,437,86,3.71,73,35,City,Medium,38,10,98,4.5,9,None,81
MH36AB4148,BharatBenz 2823R,2023,2023-11-30,2021-08-25,75525,30935,149,119,3.71,34,32,Highway,Light,32,7,86,5.34,10,Air Filter,91
MH24AB2901,BharatBenz 2823R,2018,2022-10-12,2021-06-03,129818,7599,310,106,3.71,92,95,Mixed,Light,23,19,27,3.38,15,Coolant,29
MH53AB6291,Tata Prima,2010,2023-05-26,2021-05-27,164589,24260,354,115,3.71,11,41,Highway,Heavy,7,18,90,5.54,3,Brake Pads,118
MH65AB3620,Ashok Leyland 3718,2017,2024-03-31,2021-06-21,195406,11860,403,111,3.71,40,46,Highway,Heavy,-2,13,85,5.38,2,Fuel Pump,84
MH32AB7687,BharatBenz 2823R,2013,2022-06-06,2021-09-08,669003,10813,335,84,3.71,42,83,City,Heavy,39,4,44,6.12,5,None,60
MH34AB2240,Mahindra Blazo X,2018,2023-10-04,2021-08-31,243839,20962,377,102,3.71,84,21,Mixed,Heavy,11,6,95,2.64,1,None,52
MH62AB1158,Eicher Pro 6035,2023,2024-03-05,2021-12-11,843076,6301,152,85,3.71,56,45,Highway,Medium,27,8,48,4.29,11,Coolant,89
MH52AB2659,Mahindra Blazo X,2020,2023-07-23,2021-07-25,413298,14630,112,80,3.71,19,88,Highway,Light,-1,11,10,5.22,12,Coolant,14
MH77AB7229,Ashok Leyland 3718,2014,2022-03-30,2021-05-10,556453,14771,224,124,3.71,50,49,City,Light,22,11,46,2.88,3,Air Filter,45
MH14AB2612,Mahindra Blazo X,2012,2024-03-17,2021-06-27,307438,16575,331,89,3.71,27,27,City,Light,18,5,30,4.14,16,Oil Filter,108
MH32AB2111,Tata Prima,2018,2023-09-26,2021-12-15,879901,37419,490,107,3.71,16,57,Mixed,Light,11,11,10,6.27,14,Oil Filter,87
MH84AB8569,Ashok Leyland 3718,2020,2022-07-30,2021-05-14,476903,19484,342,93,3.71,97,80,Highway,Medium,44,19,13,4.24,12,Oil Filter,103
MH50AB8837,Eicher Pro 6035,2023,2022-07-15,2021-06-11,495872,23059,275,123,3.71,48,84,City,Light,33,4,67,6.44,16,Air Filter,63
MH14AB4492,Tata Prima,2023,2023-10-06,2021-04-15,460591,13361,56,85,3.71,19,86,City,Medium,42,4,10,2.73,8,Oil Filter,32
MH58AB2161,Ashok Leyland 3718,2018,2022-07-14,2021-04-09,557235,33934,176,99,3.71,97,65,City,Medium,34,6,22,5.37,17,Coolant,45
MH81AB5518,Eicher Pro 6035,2013,2024-05-02,2021-07-01,563951,17167,473,103,3.71,53,91,Mixed,Heavy,38,17,55,4.82,17,Brake Pads,70
MH43AB5187,Tata Prima,2020,2022-03-02,2021-09-30,377350,6340,141,70,3.71,25,62,City,Heavy,40,14,56,4.5,7,Brake Pads,55
MH56AB7692,Tata Prima,2013,2024-09-14,2021-07-15,741967,4065,472,93,3.71,19,78,Mixed,Light,5,12,90,6.38,15,Brake Pads,66
MH32AB2493,Ashok Leyland 3718,2021,2022-04-23,2021-03-09,657466,21477,239,93,3.71,18,65,Mixed,Medium,6,14,85,3.02,9,Oil Filter,34
MH44AB1220,BharatBenz 2823R,2017,2024-07-14,2021-10-21,749746,21618,408,78,3.71,46,91,Highway,Heavy,7,7,16,6.08,4,Brake Pads,44
MH32AB1874,Tata Prima,2011,2024-08-23,2021-07-05,828754,23141,102,91,3.71,84,54,Highway,Medium,2,14,60,5.26,8,None,118
MH70AB9664,Tata Prima,2018,2023-06-02,2021-12-01,489503,7866,291,81,3.71,19,58,Mixed,Heavy,-5,5,12,3.54,10,Oil Filter,44
MH44AB5016,Eicher Pro 6035,2022,2023-10-31,2021-05-09,136724,27136,181,86,3.71,67,70,Highway,Medium,3,6,59,6.11,15,None,73
MH46AB7581,Mahindra Blazo X,2023,2024-05-05,2021-04-24,803492,16130,413,94,3.71,72,23,Highway,Light,22,6,35,4.22,18,Coolant,106
MH93AB9046,Ashok Leyland 3718,2015,2022-02-15,2021-07-25,146393,20556,161,97,3.71,31,99,City,Light,-4,15,40,5.76,14,None,66
MH57AB1714,Ashok Leyland 3718,2018,2024-02-23,2021-04-02,650600,7882,458,84,3.71,91,96,Highway,Medium,8,5,71,4.06,5,Coolant,110
MH60AB1470,BharatBenz 2823R,2017,2024-05-12,2021-10-09,645484,16649,56,99,3.71,97,70,Mixed,Heavy,7,13,35,5.9,9,Air Filter,19
MH41AB5371,BharatBenz 2823R,2016,2023-04-08,2021-12-27,644302,1492,279,120,3.71,57,24,Highway,Heavy,42,7,76,5.05,13,Air Filter,104
MH64AB9732,Ashok Leyland 3718,2022,2024-08-25,2021-10-01,451426,7358,205,96,3.71,56,74,City,Light,-4,11,64,3.06,19,None,7
MH58AB4827,BharatBenz 2823R,2023,2022-05-29,2021-03-23,716282,2621,246,91,3.71,67,39,Mixed,Light,-2,2,37,5.1,11,Fuel Pump,28
MH94AB3793,Eicher Pro 6035,2010,2022-06-14,2021-07-03,479505,27660,372,79,3.71,77,43,Highway,Light,6,17,53,3.27,12,Coolant,45
MH36AB1066,Ashok Leyland 3718,2023,2024-02-04,2021-03-23,572313,21406,413,127,3.71,57,55,Mixed,Heavy,42,5,90,4.15,3,Oil Filter,67
MH23AB9531,BharatBenz 2823R,2021,2024-07-25,2021-04-18,83340,20072,272,100,3.71,61,53,Highway,Heavy,4,10,47,3.18,2,Fuel Pump,52
MH24AB8168,Ashok Leyland 3718,2012,2024-03-19,2021-11-23,351994,4636,416,96,3.71,56,73,City,Light,-3,19,39,2.59,15,Coolant,65
MH30AB8444,Mahindra Blazo X,2020,2022-10-01,2021-06-05,546915,17227,299,81,3.71,47,53,Highway,Medium,-2,18,75,3.35,5,Oil Filter,52
MH21AB9971,Tata Prima,2023,2024-10-28,2021-04-22,687999,32667,453,115,3.71,11,36,Mixed,Heavy,0,16,17,4.65,7,Coolant,51
MH52AB9650,Ashok Leyland 3718,2011,2022-10-19,2021-04-29,789538,15979,132,100,3.71,46,24,Mixed,Light,17,8,23,4.43,4,Coolant,60
MH22AB6171,Tata Prima,2014,2023-08-03,2021-11-04,61094,31876,289,101,3.71,8,37,Mixed,Medium,-1,19,71,4.51,5,Oil Filter,109
MH21AB4617,BharatBenz 2823R,2014,2023-07-31,2021-05-22,842173,5323,429,101,3.71,73,74,Highway,Heavy,44,7,84,3.49,16,Coolant,117
MH71AB9047,Tata Prima,2014,2024-04-01,2021-03-20,685873,5420,444,110,3.71,9,72,Highway,Medium,-3,13,72,5.24,15,Coolant,80
MH25AB4760,Ashok Leyland 3718,2013,2023-04-26,2021-07-18,515590,20085,409,128,3.71,79,69,Highway,Medium,4,4,88,5.32,16,Coolant,12
MH30AB8371,Mahindra Blazo X,2014,2022-11-09,2021-05-18,560491,38739,372,114,3.71,96,91,City,Heavy,37,2,75,3.93,4,Air Filter,82
MH19AB5830,BharatBenz 2823R,2012,2022-09-06,2021-11-29,434708,17772,312,104,3.71,84,98,City,Light,13,6,49,6.02,6,Brake Pads,22
MH30AB8426,Ashok Leyland 3718,2021,2024-02-12,2021-05-07,118798,27119,456,122,3.71,45,64,City,Medium,8,2,22,5.08,18,Coolant,112
MH28AB5065,BharatBenz 2823R,2010,2022-02-28,2021-05-18,251604,10033,238,115,3.71,98,32,Mixed,Light,15,9,26,5.35,3,Oil Filter,114
MH78AB3305,Eicher Pro 6035,2014,2023-08-13,2021-05-08,160130,4220,415,90,3.71,8,35,Mixed,Heavy,37,8,24,3.61,5,None,88
MH52AB8534,Tata Prima,2022,2022-09-27,2021-06-21,858596,19767,339,79,3.71,6,32,Mixed,Medium,22,16,42,2.5,2,Coolant,27
MH62AB8318,Eicher Pro 6035,2018,2023-09-07,2021-12-10,740955,16196,411,85,3.71,71,39,Mixed,Medium,15,12,25,5.96,16,Air Filter,73
MH25AB3088,Ashok Leyland 3718,2022,2022-01-09,2021-09-01,80257,30468,452,76,3.71,25,85,Mixed,Medium,30,19,22,5.79,6,Air Filter,69
MH75AB7977,Mahindra Blazo X,2018,2022-08-22,2021-09-20,457427,23845,107,73,3.71,74,66,Highway,Medium,18,15,95,2.99,15,None,113
MH22AB1228,BharatBenz 2823R,2013,2024-04-17,2021-10-07,102691,26193,58,96,3.71,47,38,Mixed,Medium,32,10,32,4.0,18,Coolant,50
MH53AB1990,Tata Prima,2012,2024-05-18,2021-08-24,654056,19885,353,121,3.71,86,64,Highway,Heavy,11,6,45,5.15,6,Fuel Pump,70
MH42AB3074,BharatBenz 2823R,2010,2022-03-13,2021-06-10,468829,18622,164,124,3.71,73,56,City,Medium,16,5,52,5.11,13,None,84
MH45AB4018,Ashok Leyland 3718,2011,2024-06-06,2021-09-21,588314,1864,259,94,3.71,13,73,City,Heavy,13,13,59,5.94,13,Brake Pads,73
MH88AB4207,BharatBenz 2823R,2017,2024-05-12,2021-07-22,799450,3208,90,100,3.71,88,25,City,Light,39,2,83,3.06,1,Oil Filter,26
MH81AB2532,Tata Prima,2010,2022-03-01,2021-05-14,343052,13482,353,80,3.71,32,33,City,Heavy,4,14,90,4.22,16,Oil Filter,69
MH97AB1508,Ashok Leyland 3718,2017,2024-03-20,2021-12-25,593898,17808,222,117,3.71,30,23,City,Medium,5,2,22,2.89,4,Oil Filter,16
MH20AB1425,BharatBenz 2823R,2022,2023-07-23,2021-09-02,227718,33419,283,89,3.71,86,74,Mixed,Light,32,4,39,4.06,17,Oil Filter,23
MH55AB7934,Mahindra Blazo X,2016,2024-06-05,2021-08-09,548357,25661,330,105,3.71,87,53,Mixed,Heavy,-4,9,66,2.56,18,Air Filter,26
MH34AB6863,Ashok Leyland 3718,2017,2022-09-13,2021-07-16,375329,35589,421,123,3.71,7,46,Mixed,Heavy,27,19,39,6.09,16,Brake Pads,59
MH75AB5718,Ashok Leyland 3718,2021,2023-11-25,2021-10-04,228646,14365,127,123,3.71,77,26,City,Heavy,37,17,80,4.61,1,Coolant,110
MH96AB8534,Mahindra Blazo X,2015,2023-08-28,2021-12-23,568420,995,157,124,3.71,99,22,City,Medium,25,17,19,5.9,6,Coolant,112
MH42AB5419,Eicher Pro 6035,2021,2023-09-02,2021-04-03,272123,2648,330,86,3.71,53,66,Highway,Medium,42,3,75,2.74,11,Fuel Pump,66
MH73AB2068,Tata Prima,2023,2023-04-29,2021-11-10,545236,33824,452,114,3.71,21,21,Mixed,Heavy,29,18,92,3.41,6,Coolant,55
MH23AB7800,Eicher Pro 6035,2018,2022-07-01,2021-03-23,872614,13893,88,80,3.71,67,99,City,Heavy,31,11,48,3.54,17,Brake Pads,52
MH65AB6572,BharatBenz 2823R,2012,2023-03-11,2021-11-12,541006,2052,168,99,3.71,59,44,City,Light,41,8,46,4.05,4,Coolant,21
MH76AB1042,Mahindra Blazo X,2019,2024-02-03,2021-08-02,593576,36353,384,104,3.71,27,79,City,Medium,41,11,12,5.71,14,Air Filter,17
MH95AB8925,Eicher Pro 6035,2013,2023-02-05,2021-03-08,658713,33424,385,110,3.71,38,98,Highway,Medium,30,10,98,4.05,14,None,107
MH36AB5933,Ashok Leyland 3718,2022,2024-11-15,2021-07-16,50917,9426,76,107,3.71,73,43,City,Light,17,18,43,3.32,8,Coolant,32
MH42AB8192,BharatBenz 2823R,2015,2024-08-22,2021-06-30,827475,31351,153,91,3.71,19,34,Highway,Heavy,30,10,95,2.76,2,Oil Filter,71
MH87AB2275,BharatBenz 2823R,2017,2022-10-18,2021-07-17,89104,24389,123,122,3.71,51,33,Highway,Heavy,34,10,47,2.82,5,Oil Filter,9
MH91AB3969,Eicher Pro 6035,2014,2023-05-10,2021-07-17,723422,8555,240,112,3.71,7,73,Mixed,Light,33,6,23,5.54,4,None,104
MH11AB3073,Eicher Pro 6035,2012,2022-05-27,2021-09-09,329143,5154,373,117,3.71,87,97,City,Heavy,20,8,73,4.28,10,Oil Filter,64
MH72AB3609,Mahindra Blazo X,2015,2024-06-09,2021-09-11,312091,23134,196,120,3.71,32,25,Highway,Heavy,19,12,48,5.4,3,Oil Filter,19
MH76AB3343,Tata Prima,2013,2023-03-22,2021-04-09,505061,32863,304,96,3.71,7,97,City,Light,11,9,63,5.23,16,Air Filter,85
MH39AB1390,Eicher Pro 6035,2018,2024-09-08,2021-06-19,453157,11968,333,106,3.71,8,37,Mixed,Light,9,15,11,3.04,10,Air Filter,48
MH79AB6736,Eicher Pro 6035,2022,2024-01-12,2021-03-20,635457,33422,262,115,3.71,92,39,Mixed,Light,31,3,52,3.07,15,Air Filter,50
MH79AB7257,Ashok Leyland 3718,2012,2022-09-08,2021-11-10,204542,17880,172,118,3.71,35,81,Highway,Heavy,39,11,62,5.52,4,Coolant,33
MH10AB9257,BharatBenz 2823R,2013,2024-12-27,2021-04-29,179744,27370,255,104,3.71,49,99,Mixed,Light,-2,17,12,5.39,1,None,72
MH46AB5920,Tata Prima,2016,2024-12-19,2021-05-16,109821,37894,466,73,3.71,63,59,Mixed,Heavy,16,17,50,4.01,15,Oil Filter,100
MH22AB8563,Ashok Leyland 3718,2016,2022-05-14,2021-03-12,267741,14759,289,85,3.71,49,58,Mixed,Medium,11,12,17,2.81,10,Fuel Pump,53
MH32AB6424,Mahindra Blazo X,2021,2024-07-16,2021-11-21,299265,15373,443,85,3.71,79,71,City,Medium,16,7,99,2.55,18,None,47
MH64AB2929,Mahindra Blazo X,2021,2023-06-24,2021-11-30,487651,13516,388,90,3.71,41,51,City,Light,11,7,84,3.65,16,Fuel Pump,106
MH81AB7851,Eicher Pro 6035,2013,2024-09-10,2021-11-30,447745,653,335,95,3.71,69,92,Highway,Heavy,8,8,72,2.54,9,Oil Filter,72
MH98AB6482,Eicher Pro 6035,2015,2024-03-27,2021-07-14,264127,8353,71,126,3.71,13,46,Highway,Heavy,8,17,74,3.42,19,Brake Pads,81
MH89AB5033,Mahindra Blazo X,2021,2023-11-03,2021-11-19,324336,12879,308,105,3.71,21,71,Mixed,Heavy,11,14,88,4.18,17,None,24
MH85AB6893,Eicher Pro 6035,2022,2024-03-30,2021-08-29,386246,16292,406,88,3.71,69,82,Mixed,Light,2,4,13,2.99,10,Coolant,115
MH59AB5923,Tata Prima,2012,2023-10-04,2021-06-28,253834,38867,154,127,3.71,7,93,Highway,Heavy,28,10,77,2.92,19,Fuel Pump,22
