record_id,truck_id,truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,service_type,parts_changed_last_service,parts_in_stock_status,technician_id,technician_experience_years,current_queue_length,shift_hours_remaining,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,days_until_next_service
1023,T0049,JA37WY4756,Scania P410,2019,2023-09-11,2023-08-20,375407,4713,211.2,84.9,4.27,74.7,68.1,Highway,Heavy,27.0,Engine Check,Battery,Yes,M004,11,5,5.3,14.8,83.6,2.07,9,38.9
1024,T0001,QA22TR8040,Scania P410,2015,2024-05-25,2024-03-15,594828,20756,291.3,71.3,3.09,11.7,63.1,Highway,Medium,31.3,Brake Service,"Engine Oil, Alternator, Coolant",Partial,M025,12,12,4.5,9.7,38.5,2.78,17,40.0
1025,T0036,ZN91ZE9214,BharatBenz 3123R,2018,2023-07-03,2023-04-28,437727,14739,221.1,81.0,3.32,38.0,63.1,Mixed,Heavy,29.8,Engine Check,"Brake Pads, Air Filter",Yes,M032,8,2,6.2,14.0,50.3,2.57,8,29.4
1026,T0308,OV84NW4840,Tata LPT 3718,2024,2024-03-20,2024-02-11,81065,9211,236.4,81.5,5.69,69.7,85.9,Highway,Medium,34.3,Routine Service,"Clutch Plate, Engine Oil",Partial,M012,8,11,2.3,14.1,70.7,3.51,1,44.7
1027,T0276,GJ88YA6871,Volvo FM 400,2019,2024-05-19,2024-03-12,375547,22327,324.8,79.2,3.28,14.0,70.4,City,Light,33.3,Engine Check,"Air Filter, Engine Oil",No,M023,7,7,3.9,9.6,24.7,2.94,8,34.5
1028,T0309,XS59UR6171,BharatBenz 3123R,2024,2023-05-28,2023-05-05,65579,8598,372.3,92.9,0.64,66.7,94.9,City,Medium,39.1,Brake Service,"Clutch Plate, Engine Oil, Battery, Coolant",Yes,M036,6,8,7.4,16.9,70.3,3.41,1,36.7
1029,T0127,DB18IS5124,Tata LPT 3718,2017,2024-10-21,2024-09-28,490706,6663,287.6,94.4,3.87,69.5,63.0,Highway,Medium,41.9,Full Inspection,"Engine Oil, Air Filter, Clutch Plate, Brake Pads",Partial,M013,13,4,3.8,17.0,75.7,3.69,10,37.1
1030,T0051,QA35AQ1403,Scania P410,2016,2022-11-30,2022-10-02,547341,16329,273.4,92.3,4.32,29.0,62.4,Mixed,Heavy,34.2,Engine Check,"Brake Pads, Air Filter, Alternator, Oil Filter",No,M021,15,11,2.9,12.6,34.9,2.49,13,35.8
1031,T0150,WJ92ZY0638,Mahindra Blazo X 35,2021,2024-02-27,2024-01-24,241994,10281,300.6,86.7,2.31,57.3,82.1,City,Medium,33.5,Electrical Check,Clutch Plate,Yes,M025,1,14,2.9,17.3,66.9,2.13,6,60.3
1032,T0054,DR52ST1671,Tata LPT 3718,2023,2024-12-03,2024-10-29,86989,9396,265.6,87.5,4.67,61.6,88.3,City,Heavy,41.0,Routine Service,"Clutch Plate, Alternator, Air Filter",Partial,M025,11,1,3.4,15.8,62.7,2.84,2,21.2
1033,T0271,CO72NB8243,Volvo FM 400,2018,2022-11-17,2022-11-03,390422,5480,389.4,94.4,1.34,79.3,62.5,Highway,Medium,25.8,Full Inspection,"Battery, Clutch Plate",Yes,M038,14,12,7.5,15.9,79.3,4.0,9,25.0
1034,T0015,MO28LF5723,Volvo FM 400,2019,2024-08-02,2024-05-16,365686,23587,302.4,80.7,3.26,5.0,70.5,City,Light,42.1,Full Inspection,Alternator,Partial,M023,2,6,4.9,12.3,27.4,3.68,8,41.2
1035,T0269,SE17GX7082,BharatBenz 3123R,2023,2024-08-11,2024-07-21,139790,8077,384.1,73.1,4.44,68.4,83.3,City,Heavy,33.1,Engine Check,"Oil Filter, Brake Pads",Yes,M003,6,3,2.9,13.3,74.0,2.68,3,38.8
1036,T0164,IS78ZD3534,Volvo FM 400,2018,2024-06-13,2024-05-01,421702,12279,285.3,86.9,3.67,54.8,65.6,City,Light,43.4,Engine Check,Engine Oil,No,M037,6,8,6.1,14.0,57.0,5.23,13,45.3
1037,T0060,WE27IW7209,Tata LPT 3718,2015,2022-10-29,2022-08-25,586689,20784,319.0,71.5,4.43,17.3,66.1,Highway,Heavy,44.8,Brake Service,"Alternator, Clutch Plate",Yes,M022,13,5,1.5,9.4,21.1,1.5,11,50.0
1038,T0206,AY91ZM2629,Volvo FM 400,2017,2022-12-30,2022-12-03,470822,9210,334.1,78.5,4.31,57.8,70.1,Highway,Heavy,30.1,Brake Service,"Alternator, Battery, Coolant",Partial,M016,8,1,7.8,17.6,67.8,3.6,9,26.9
1039,T0105,TN74UN1590,Mahindra Blazo X 35,2019,2024-05-04,2024-04-13,376459,5824,271.9,63.6,3.09,74.0,71.8,City,Heavy,39.9,Brake Service,"Alternator, Brake Pads, Air Filter, Oil Filter",No,M001,1,3,3.7,15.7,84.1,2.62,10,45.6
1040,T0308,OV84NW4840,Volvo FM 400,2021,2023-09-06,2023-05-30,231310,21595,217.6,76.1,3.44,19.4,75.5,Highway,Heavy,34.5,Routine Service,"Brake Pads, Engine Oil",Partial,M029,12,11,6.5,11.3,40.4,2.98,3,42.3
1041,T0060,WE27IW7209,BharatBenz 3123R,2022,2023-07-07,2023-05-22,193849,18298,390.2,84.1,5.39,20.8,79.3,Highway,Light,32.7,Electrical Check,"Air Filter, Battery, Clutch Plate",Partial,M035,14,4,4.6,8.1,29.9,3.3,2,42.1
1042,T0146,BF09NZ5271,Scania P410,2019,2023-06-03,2023-05-18,361067,6770,399.2,87.4,4.98,73.4,74.2,City,Heavy,30.4,Engine Check,Oil Filter,No,M017,7,8,4.7,14.4,79.3,2.53,6,40.8
1043,T0045,RZ59XP7585,Scania P410,2022,2025-03-06,2025-01-16,167704,16824,341.5,67.1,3.1,35.8,69.9,Highway,Light,32.4,Routine Service,Clutch Plate,No,M034,8,6,5.1,10.7,40.3,4.67,7,35.4
1044,T0058,SL79HV5447,BharatBenz 3123R,2015,2024-06-09,2024-04-09,584952,16024,259.0,82.0,3.35,40.3,63.5,City,Light,26.8,Full Inspection,Brake Pads,No,M006,4,3,6.0,13.9,44.2,3.59,15,51.0
1045,T0190,DD76KO4562,Ashok Leyland U-3718,2017,2023-05-06,2023-03-25,472183,10394,244.7,89.9,4.7,57.8,60.0,City,Heavy,27.6,Routine Service,"Brake Pads, Battery",No,M003,1,10,4.6,16.8,65.5,2.88,9,25.9
1046,T0292,SY55EZ8434,Volvo FM 400,2017,2024-04-14,2024-02-09,487989,24354,370.2,85.0,3.58,5.0,61.5,City,Medium,42.9,Electrical Check,"Clutch Plate, Oil Filter, Battery",Yes,M012,3,7,1.1,10.4,14.1,3.01,15,26.9
1047,T0195,KT79QK9389,BharatBenz 3123R,2019,2023-08-09,2023-07-17,345788,9462,395.7,83.0,2.11,49.3,77.1,Mixed,Light,30.0,Electrical Check,"Brake Pads, Air Filter",Partial,M015,9,11,5.9,14.1,63.0,3.44,8,55.2
1048,T0013,TO75AI0988,Ashok Leyland U-3718,2016,2025-02-03,2025-01-06,545323,10725,373.6,84.3,3.17,53.8,60.7,Highway,Heavy,29.3,Routine Service,"Air Filter, Oil Filter, Coolant",No,M034,9,7,2.4,16.3,62.2,3.85,17,23.0
1049,T0058,SL79HV5447,Mahindra Blazo X 35,2016,2023-01-24,2022-12-19,539378,8471,233.6,75.9,3.83,74.6,59.6,City,Heavy,29.9,Brake Service,Air Filter,Partial,M035,3,5,6.9,15.0,70.4,3.52,12,25.5
1050,T0190,DD76KO4562,Volvo FM 400,2017,2023-09-19,2023-08-27,491547,6324,273.4,81.2,3.2,69.8,63.3,Highway,Heavy,17.7,Full Inspection,Alternator,Yes,M015,10,14,2.9,18.4,80.5,5.06,10,42.5
1051,T0030,AU62TO4008,Ashok Leyland U-3718,2024,2022-08-28,2022-08-01,45755,9178,332.7,97.0,3.55,64.0,85.3,Highway,Light,33.9,Electrical Check,Engine Oil,Partial,M003,2,4,7.3,14.4,69.0,4.55,1,44.0
1052,T0293,CG25AX2179,Mahindra Blazo X 35,2021,2024-03-10,2023-12-14,226128,19362,221.9,85.3,5.04,20.6,84.1,City,Heavy,34.4,Brake Service,"Clutch Plate, Battery, Oil Filter, Brake Pads",Partial,M040,4,13,7.7,12.3,42.4,3.18,7,28.1
1053,T0177,QS61GO2922,Mahindra Blazo X 35,2022,2023-12-25,2023-11-22,141486,10367,306.7,73.6,2.86,58.3,76.9,City,Light,31.5,Engine Check,"Brake Pads, Oil Filter, Air Filter",Partial,M030,14,4,5.2,12.6,66.8,3.1,3,50.4
1054,T0199,CA57BT4228,Tata LPT 3718,2017,2024-08-15,2024-07-26,480612,6566,315.4,98.6,1.35,80.1,65.7,City,Heavy,30.7,Full Inspection,"Coolant, Oil Filter, Engine Oil, Brake Pads",No,M002,8,14,3.5,16.8,81.3,3.57,14,18.8
1055,T0117,LH64RB3503,Ashok Leyland U-3718,2017,2022-07-09,2022-05-22,468959,18656,387.4,68.0,4.12,22.0,62.1,Mixed,Medium,32.0,Electrical Check,"Alternator, Brake Pads, Clutch Plate, Battery",No,M014,3,10,6.5,12.6,48.9,2.97,8,51.2
1056,T0238,GK16LA6153,Tata LPT 3718,2020,2023-05-03,2023-03-11,321654,16257,305.0,76.8,3.87,26.1,73.4,City,Heavy,45.9,Engine Check,"Brake Pads, Oil Filter",Yes,M026,6,10,4.2,10.7,41.7,2.55,6,11.2
1057,T0292,SY55EZ8434,BharatBenz 3123R,2024,2024-11-13,2024-09-11,60521,16616,260.5,93.9,3.62,38.7,84.8,City,Medium,28.3,Engine Check,"Battery, Clutch Plate, Air Filter, Oil Filter",No,M036,15,13,3.4,13.4,54.8,4.23,1,36.4
1058,T0241,VS26CD1316,Volvo FM 400,2023,2022-08-21,2022-07-21,122639,7934,251.9,72.9,2.94,68.8,85.5,Mixed,Medium,18.2,Engine Check,"Engine Oil, Oil Filter, Alternator, Air Filter",Partial,M020,9,7,7.2,13.1,74.1,3.87,1,50.1
1059,T0197,FA02RO5823,Scania P410,2021,2025-03-24,2025-01-27,240481,17514,312.7,93.7,3.68,26.5,77.1,Highway,Medium,32.1,Engine Check,"Alternator, Coolant",Partial,M002,13,11,3.2,14.8,41.6,3.65,9,40.8
1060,T0140,LA02VO7512,Mahindra Blazo X 35,2024,2023-06-26,2023-03-24,47853,20911,221.2,78.6,3.52,8.7,85.7,Highway,Heavy,31.3,Electrical Check,"Air Filter, Brake Pads",No,M026,9,14,6.0,12.3,32.1,3.62,1,33.2
1061,T0126,NM57XL8634,Mahindra Blazo X 35,2017,2023-04-16,2023-02-27,479957,16522,337.9,82.1,4.04,42.5,60.8,City,Medium,38.9,Routine Service,Oil Filter,Yes,M040,4,6,7.5,12.0,55.1,3.85,11,58.2
1062,T0011,AS65GQ1449,Volvo FM 400,2015,2023-05-07,2023-04-23,584934,4657,328.2,81.7,4.19,85.0,62.7,City,Light,40.1,Brake Service,"Brake Pads, Battery, Oil Filter",Yes,M021,7,13,2.9,15.1,81.5,2.84,17,50.9
1063,T0034,VG71WW2843,Tata LPT 3718,2024,2023-05-31,2023-05-04,57753,10343,370.9,87.9,4.46,58.7,93.2,City,Heavy,30.3,Routine Service,"Battery, Clutch Plate, Oil Filter, Air Filter",No,M029,7,7,5.4,15.6,62.9,2.8,1,34.5
1064,T0288,UU97JO4953,BharatBenz 3123R,2017,2024-05-20,2024-03-17,465128,23245,361.1,78.0,3.97,5.0,66.9,Highway,Medium,36.4,Brake Service,"Air Filter, Coolant, Alternator, Brake Pads",Partial,M008,2,4,4.4,7.9,12.5,3.09,12,24.6
1065,T0128,LN13HK3576,Volvo FM 400,2017,2023-03-08,2023-02-17,502124,4617,238.3,84.2,4.27,81.9,68.1,City,Light,30.0,Electrical Check,"Alternator, Brake Pads",No,M003,8,8,6.8,18.3,83.5,2.48,11,50.1
1066,T0088,OU10WQ2914,Volvo FM 400,2024,2024-10-30,2024-09-24,65026,11713,317.7,87.9,4.53,47.7,91.3,Mixed,Medium,27.6,Full Inspection,"Clutch Plate, Engine Oil",No,M029,5,6,1.1,12.5,60.8,2.77,1,47.6
1067,T0177,QS61GO2922,Tata LPT 3718,2016,2023-05-18,2023-03-13,543630,24997,373.9,85.3,2.78,6.9,63.2,City,Light,32.9,Engine Check,"Coolant, Battery",No,M012,15,5,4.9,14.6,15.0,2.74,15,36.3
1068,T0057,LJ53WV1968,Mahindra Blazo X 35,2018,2024-07-15,2024-06-12,401766,9132,276.0,64.7,5.27,72.6,62.0,Mixed,Medium,36.5,Electrical Check,Battery,Partial,M019,8,10,5.3,14.2,75.1,2.79,8,40.3
1069,T0009,OG58KF9500,Scania P410,2024,2024-10-05,2024-09-03,52430,12608,382.6,86.4,2.7,54.5,85.9,City,Light,37.8,Routine Service,"Brake Pads, Coolant, Air Filter",Partial,M024,3,12,8.0,13.6,55.2,4.26,1,32.3
1070,T0251,TR45GK4680,Tata LPT 3718,2017,2024-02-02,2023-11-09,513472,18108,211.7,82.2,5.58,19.2,67.4,Highway,Heavy,40.4,Routine Service,"Coolant, Brake Pads, Alternator",No,M016,10,10,6.2,10.2,51.4,3.29,13,20.9
1071,T0140,LA02VO7512,Mahindra Blazo X 35,2022,2025-01-31,2025-01-17,165251,4286,297.3,93.9,2.66,75.2,77.0,Mixed,Light,27.2,Routine Service,Air Filter,Partial,M022,11,4,7.8,14.9,86.7,2.64,6,54.3
1072,T0294,VI05XU8893,Volvo FM 400,2019,2023-01-30,2022-12-13,354249,14187,290.0,81.6,3.37,43.5,61.5,City,Light,34.9,Electrical Check,"Alternator, Engine Oil, Battery, Air Filter",Partial,M031,7,4,1.3,13.1,46.8,3.16,7,33.8
1073,T0172,NS28JR9577,Tata LPT 3718,2023,2023-09-27,2023-08-01,111977,15846,276.7,74.7,3.47,30.8,88.1,City,Medium,33.0,Full Inspection,"Battery, Clutch Plate",No,M022,1,8,2.3,11.9,49.0,2.53,1,39.0
1074,T0099,CX14RT9471,Ashok Leyland U-3718,2019,2023-12-25,2023-10-25,365180,18584,303.8,90.3,2.91,29.1,73.2,City,Light,38.7,Routine Service,Battery,Partial,M029,12,2,7.9,12.6,43.7,3.85,6,47.0
1075,T0012,WG51XW2661,BharatBenz 3123R,2016,2025-01-29,2024-11-20,530143,17607,248.1,85.8,3.23,24.8,56.6,Highway,Light,29.3,Routine Service,"Oil Filter, Clutch Plate, Coolant",Yes,M012,3,6,3.9,13.1,50.8,3.74,14,25.8
1076,T0039,SH34KH1496,Volvo FM 400,2015,2022-09-12,2022-08-24,580670,7606,392.0,73.7,6.24,62.5,51.9,Mixed,Medium,28.5,Electrical Check,Air Filter,Partial,M040,8,11,1.2,17.1,78.3,4.36,11,39.2
1077,T0170,YT15NB1344,Mahindra Blazo X 35,2016,2024-09-13,2024-08-01,540967,13252,306.8,85.6,2.69,44.3,65.4,Mixed,Light,32.6,Engine Check,"Brake Pads, Battery",Yes,M004,9,7,4.2,11.4,56.5,3.01,15,48.1
1078,T0047,CH23OD2670,Mahindra Blazo X 35,2016,2023-12-15,2023-09-17,547998,20409,229.0,79.4,3.47,22.1,70.3,Highway,Medium,36.6,Electrical Check,"Engine Oil, Battery",Yes,M015,9,6,2.0,12.2,42.3,4.26,13,56.1
1079,T0165,GG02JP2813,Mahindra Blazo X 35,2023,2025-03-23,2025-02-16,113237,13507,381.3,83.8,4.28,49.4,80.9,Highway,Medium,36.1,Electrical Check,"Air Filter, Brake Pads, Clutch Plate, Coolant",Yes,M013,3,14,2.8,13.3,58.0,3.34,4,47.8
1080,T0095,VM87IC9198,Scania P410,2015,2024-07-04,2024-05-25,577293,12049,300.7,69.3,4.07,54.1,59.5,Highway,Light,30.4,Routine Service,"Air Filter, Coolant, Alternator",Yes,M013,11,11,1.8,14.4,53.8,4.41,13,60.6
1081,T0039,SH34KH1496,BharatBenz 3123R,2017,2024-12-29,2024-12-07,469088,5971,263.0,94.7,3.88,75.6,67.5,City,Light,44.4,Brake Service,"Coolant, Clutch Plate, Brake Pads, Alternator",Partial,M011,15,4,7.3,17.8,80.9,3.52,13,28.1
1082,T0112,PF62CV3758,Ashok Leyland U-3718,2019,2023-12-30,2023-12-14,379281,3491,210.8,93.8,1.85,86.8,76.1,City,Heavy,45.4,Engine Check,Coolant,No,M016,14,11,3.1,19.0,86.0,3.12,6,36.0
1083,T0034,VG71WW2843,Volvo FM 400,2016,2023-06-15,2023-04-08,530248,19207,281.3,81.4,1.19,26.5,56.5,City,Medium,30.2,Routine Service,"Oil Filter, Battery, Alternator, Brake Pads",Yes,M004,10,3,3.4,14.6,31.5,3.39,14,35.0
1084,T0164,IS78ZD3534,Scania P410,2020,2025-04-17,2025-02-06,301591,17060,242.3,78.6,4.42,38.2,73.6,Mixed,Heavy,30.9,Brake Service,Coolant,Partial,M039,6,2,4.9,14.5,54.4,2.56,10,20.8
1085,T0231,QG67UB9445,Tata LPT 3718,2022,2025-05-14,2025-02-11,184995,21323,230.5,87.6,4.07,18.4,89.7,City,Medium,36.2,Full Inspection,"Battery, Coolant, Clutch Plate, Oil Filter",Yes,M020,1,10,4.7,11.8,16.6,3.67,5,42.2
1086,T0088,OU10WQ2914,Volvo FM 400,2020,2023-04-20,2023-03-26,321649,7427,297.0,86.7,2.17,72.0,71.4,City,Medium,40.0,Engine Check,"Alternator, Brake Pads, Clutch Plate",No,M030,14,12,4.9,17.0,71.5,3.09,5,17.9
1087,T0073,CZ85YZ6207,Mahindra Blazo X 35,2021,2024-09-11,2024-08-01,260647,9836,238.0,86.6,2.58,60.4,78.9,City,Light,44.5,Electrical Check,"Alternator, Clutch Plate, Battery",Yes,M009,5,5,3.1,14.1,62.2,4.16,7,36.7
1088,T0188,TY37AQ6013,Volvo FM 400,2021,2023-06-15,2023-04-20,261354,19426,344.0,94.5,4.92,25.8,70.1,Mixed,Light,32.5,Electrical Check,"Brake Pads, Engine Oil",Yes,M010,4,8,1.1,14.3,37.1,2.94,4,40.0
1089,T0242,NK13EQ6695,BharatBenz 3123R,2019,2023-12-24,2023-12-11,343024,3461,254.6,78.2,1.84,85.0,73.2,City,Light,32.7,Engine Check,"Alternator, Oil Filter, Air Filter, Coolant",No,M002,11,5,7.6,15.8,87.4,3.6,9,42.0
1090,T0098,FB89HK1934,Ashok Leyland U-3718,2024,2023-04-28,2023-01-20,43712,23344,235.9,92.0,3.16,9.7,87.8,Mixed,Medium,29.1,Routine Service,"Air Filter, Brake Pads, Battery, Engine Oil",No,M028,1,1,6.8,11.3,16.2,2.97,1,29.8
1091,T0035,UF01IW9263,Tata LPT 3718,2022,2023-01-04,2022-11-11,173595,16207,296.5,76.2,3.03,33.5,80.0,Mixed,Medium,29.3,Electrical Check,"Clutch Plate, Alternator",Yes,M010,11,5,1.6,14.7,55.7,3.42,2,43.4
1092,T0252,NH93YI0777,Volvo FM 400,2019,2024-12-20,2024-12-07,361976,3859,292.9,93.7,4.19,88.6,77.7,Mixed,Light,29.8,Engine Check,"Alternator, Coolant, Engine Oil",Partial,M022,8,14,7.4,17.7,85.5,4.05,9,62.8
1093,T0272,DY85XT4347,Tata LPT 3718,2020,2024-06-06,2024-04-18,276119,12686,256.2,88.6,3.06,45.4,73.3,Mixed,Medium,35.2,Brake Service,"Clutch Plate, Engine Oil, Alternator",No,M009,10,3,7.6,15.5,63.2,2.37,8,40.3
1094,T0214,XC01EN8233,BharatBenz 3123R,2018,2024-10-02,2024-09-14,436046,5261,289.4,76.8,3.33,82.0,77.1,City,Heavy,32.8,Brake Service,"Clutch Plate, Alternator, Air Filter",Partial,M015,13,11,6.4,15.9,79.9,3.61,9,37.8
1095,T0296,EZ69UF5136,Tata LPT 3718,2018,2023-01-20,2022-11-10,407786,22697,315.6,86.9,1.96,13.8,69.6,Highway,Medium,35.3,Electrical Check,"Brake Pads, Alternator",Yes,M037,6,3,4.7,12.5,28.7,3.97,11,45.1
1096,T0289,EI28UB9579,Ashok Leyland U-3718,2015,2023-04-06,2023-02-27,575933,14520,374.0,76.4,2.36,38.6,54.0,City,Heavy,35.4,Electrical Check,"Air Filter, Coolant, Clutch Plate, Engine Oil",Partial,M007,6,9,5.7,11.8,45.2,2.55,15,45.3
1097,T0237,WQ61ZG1159,Scania P410,2019,2024-03-22,2024-02-08,387240,17080,393.4,95.2,4.02,26.0,69.3,Highway,Medium,27.1,Brake Service,"Coolant, Battery",Yes,M025,10,14,2.7,9.3,32.0,3.19,7,38.2
1098,T0031,XO85DD3878,Ashok Leyland U-3718,2018,2023-06-27,2023-03-29,402067,19685,217.4,90.0,3.16,21.2,66.8,Highway,Heavy,25.2,Full Inspection,"Battery, Alternator, Coolant",No,M001,5,8,6.4,11.8,41.9,3.09,10,23.9
1099,T0075,RW36HY8543,Tata LPT 3718,2020,2023-06-29,2023-03-17,269770,22600,216.3,90.9,5.33,8.7,75.7,City,Medium,33.4,Routine Service,"Brake Pads, Coolant",Partial,M039,14,13,5.6,8.1,10.7,2.71,7,16.8
1100,T0152,OP69JT5536,Mahindra Blazo X 35,2015,2023-04-12,2023-03-25,587655,7387,394.2,73.3,4.66,70.7,64.5,Mixed,Light,28.1,Routine Service,"Brake Pads, Alternator, Clutch Plate",No,M034,2,7,7.9,15.1,72.7,4.0,13,47.7
1101,T0153,GC74KO2249,Tata LPT 3718,2018,2024-02-07,2024-01-07,425312,11656,369.1,88.7,2.7,48.8,54.0,Highway,Medium,28.0,Brake Service,Alternator,Yes,M002,9,3,4.8,12.1,57.0,2.84,12,38.3
1102,T0239,SF78BC8134,BharatBenz 3123R,2022,2022-10-08,2022-08-16,179315,21448,397.9,85.2,4.09,14.1,71.6,Mixed,Medium,41.0,Routine Service,"Clutch Plate, Alternator",No,M036,13,6,5.6,10.2,42.0,3.03,1,28.3
1103,T0141,HB47LC9505,Ashok Leyland U-3718,2019,2024-08-14,2024-07-04,346068,8733,209.7,83.9,5.4,66.9,69.4,Highway,Heavy,24.1,Routine Service,"Coolant, Oil Filter, Clutch Plate, Alternator",No,M039,1,8,6.9,16.0,72.1,2.71,10,12.2
1104,T0064,ZN21FF1052,Volvo FM 400,2020,2022-07-25,2022-06-28,297760,10848,397.1,64.5,2.97,65.6,75.1,Mixed,Medium,28.5,Electrical Check,"Battery, Alternator",Partial,M024,5,8,4.7,15.7,56.7,3.04,4,69.9
1105,T0282,CG35RG9044,Volvo FM 400,2021,2023-05-18,2023-04-26,266780,5675,253.1,78.2,2.9,77.5,79.0,Mixed,Medium,32.2,Brake Service,"Battery, Coolant",Yes,M026,1,2,5.2,13.7,78.2,1.5,3,39.5
1106,T0166,PI74NM3095,Scania P410,2024,2024-10-25,2024-09-03,57963,16373,313.8,84.6,3.74,30.3,84.3,Highway,Heavy,29.1,Engine Check,"Clutch Plate, Engine Oil",Yes,M004,7,14,2.6,16.0,37.2,2.24,1,33.5
1107,T0078,PG15OC9941,Volvo FM 400,2023,2023-08-23,2023-07-15,123079,14617,365.5,80.7,2.72,38.6,87.3,Highway,Heavy,34.8,Brake Service,Battery,No,M016,11,7,6.5,12.5,56.0,2.42,1,38.8
1108,T0042,VT62FA2480,Ashok Leyland U-3718,2020,2024-08-17,2024-06-12,296539,17109,255.6,91.6,4.11,24.8,73.8,Highway,Medium,33.2,Electrical Check,Alternator,Partial,M026,5,3,3.6,9.3,38.4,2.8,7,48.6
1109,T0080,XN88HU4958,Scania P410,2016,2023-03-16,2023-02-14,546070,12345,398.5,86.0,4.51,54.3,63.0,Highway,Medium,27.7,Engine Check,Coolant,Yes,M011,11,10,1.3,14.3,60.1,3.14,9,40.0
1110,T0029,SF62MX8042,Mahindra Blazo X 35,2023,2023-12-13,2023-09-17,94072,19776,227.1,94.2,-0.28,23.4,82.4,Highway,Light,22.2,Engine Check,"Engine Oil, Clutch Plate, Oil Filter, Battery",Yes,M015,11,7,2.5,10.3,32.7,3.02,1,42.4
1111,T0257,GR70MD2606,Tata LPT 3718,2020,2024-03-05,2024-01-02,292319,14234,225.2,84.0,3.71,49.1,74.2,City,Heavy,35.6,Routine Service,Coolant,No,M026,7,2,7.8,12.2,55.2,2.47,9,35.1
1112,T0213,AO05HZ0868,Scania P410,2016,2024-06-29,2024-05-01,539591,16540,278.3,72.6,2.1,30.7,67.6,Highway,Light,24.0,Full Inspection,Brake Pads,Yes,M038,4,0,7.5,16.8,41.2,4.13,15,55.4
1113,T0252,NH93YI0777,Volvo FM 400,2020,2022-10-11,2022-08-04,281860,23098,336.3,87.4,3.35,5.0,78.3,Mixed,Light,23.4,Full Inspection,"Air Filter, Brake Pads, Oil Filter",Yes,M038,7,12,7.8,13.2,10.2,3.34,5,28.7
1114,T0004,US59JO8685,Mahindra Blazo X 35,2024,2022-08-03,2022-07-13,57316,8413,390.6,86.8,3.17,64.7,95.9,City,Medium,27.1,Brake Service,"Alternator, Oil Filter, Clutch Plate",Partial,M036,12,0,3.0,12.8,69.7,1.8,1,34.5
1115,T0172,NS28JR9577,BharatBenz 3123R,2020,2024-06-14,2024-04-24,296297,18101,348.4,72.5,2.81,34.0,82.2,City,Medium,34.4,Full Inspection,"Clutch Plate, Engine Oil, Brake Pads",Partial,M008,2,4,4.3,13.4,38.1,3.38,6,51.2
1116,T0208,MV93KO2129,BharatBenz 3123R,2017,2024-05-16,2024-04-14,500644,12638,392.0,87.4,4.61,45.1,63.7,Highway,Light,16.8,Full Inspection,Brake Pads,Yes,M025,15,14,3.1,13.9,57.4,2.85,13,42.6
1117,T0153,GC74KO2249,Mahindra Blazo X 35,2018,2022-07-17,2022-05-16,421755,14479,232.3,87.0,5.09,33.1,73.1,Mixed,Medium,36.9,Brake Service,"Engine Oil, Battery, Alternator, Oil Filter",Partial,M024,7,1,1.9,14.5,54.3,3.62,6,45.5
1118,T0112,PF62CV3758,Scania P410,2015,2023-03-20,2023-02-28,587483,7180,343.9,75.1,0.78,63.0,54.5,City,Light,36.7,Electrical Check,"Battery, Oil Filter",No,M014,6,5,4.3,13.8,79.2,3.27,15,42.1
1119,T0168,LW77JK5150,Ashok Leyland U-3718,2021,2025-04-03,2025-03-04,249670,9599,315.8,86.8,3.64,62.8,77.2,Mixed,Light,27.0,Full Inspection,"Coolant, Alternator, Battery, Oil Filter",Yes,M032,5,13,7.0,15.7,74.1,3.59,7,35.4
1120,T0055,VZ10IR9370,Volvo FM 400,2015,2025-01-04,2024-12-13,615007,6535,294.7,80.7,2.83,66.1,61.4,Mixed,Light,31.8,Full Inspection,"Engine Oil, Air Filter, Brake Pads",No,M001,3,12,6.6,16.5,79.2,2.43,15,32.6
1121,T0082,LI16OG7077,Volvo FM 400,2015,2022-12-04,2022-10-25,603512,13961,342.6,91.8,3.72,44.4,58.9,City,Light,28.3,Routine Service,"Battery, Engine Oil, Air Filter, Brake Pads",Partial,M013,3,1,7.3,13.6,47.6,3.46,11,38.6
1122,T0153,GC74KO2249,Volvo FM 400,2016,2022-08-12,2022-05-06,502193,21478,217.5,85.1,1.31,8.0,56.3,City,Light,29.8,Engine Check,"Brake Pads, Engine Oil, Battery, Alternator",No,M017,2,1,2.2,12.2,28.2,3.66,13,25.1
1123,T0008,FY83RK9422,Volvo FM 400,2016,2022-08-02,2022-06-18,520199,16232,355.1,77.4,6.08,31.4,70.5,Mixed,Light,26.4,Electrical Check,"Coolant, Engine Oil, Battery",Partial,M030,3,12,4.4,10.9,54.0,4.61,9,63.7
1124,T0033,WZ88AT3988,Mahindra Blazo X 35,2017,2022-09-10,2022-08-21,472941,6408,307.2,73.7,3.37,64.6,69.1,Highway,Light,36.1,Electrical Check,"Engine Oil, Clutch Plate, Brake Pads, Battery",No,M026,10,4,7.5,18.0,75.3,3.05,10,53.4
